"","age","sex","date","responsetime1","responsetime2","still1","still2","method","sideCile1","sideCile2","picked_ball1","picked_ball2","condition","trial","correct_first","correct_second","correct_all","id","agecat"
"195",54,"female","2021-05-23_12h54.03.889",4.652,3.513,"media/Naming/RechtsSchmiSchmu/Standbild1.png","media/Naming/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","left","left","complex labeling",3,1,0,0,"complex labeling_2021-05-23_12h54.03.889","adult"
"1961",54,"female","2021-05-23_12h54.03.889",3.064,3.66,"media/Naming/LinksSchmuSchmi/Standbild1.png","media/Naming/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","left","right","complex labeling",4,1,1,1,"complex labeling_2021-05-23_12h54.03.889","adult"
"1971",54,"female","2021-05-23_12h54.03.889",3.649,3.447,"media/Naming/LinksSchmiSchmu/Standbild1.png","media/Naming/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","right","left","complex labeling",5,1,1,1,"complex labeling_2021-05-23_12h54.03.889","adult"
"1981",54,"female","2021-05-23_12h54.03.889",2.749,3.495,"media/Naming/RechtsSchmuSchmi/Standbild1.png","media/Naming/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","left","right","complex labeling",6,1,1,1,"complex labeling_2021-05-23_12h54.03.889","adult"
"1991",54,"female","2021-05-23_12h54.03.889",4.064,3.58,"media/Naming/RechtsSchmiSchmu/Standbild1.png","media/Naming/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","right","left","complex labeling",7,1,1,1,"complex labeling_2021-05-23_12h54.03.889","adult"
"2001",54,"female","2021-05-23_12h54.03.889",4.031,3.939,"media/Naming/LinksSchmiSchmu/Standbild1.png","media/Naming/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","left","right","complex labeling",8,1,1,1,"complex labeling_2021-05-23_12h54.03.889","adult"
"2031",22,"male","2021-05-25_18h24.30.776",7.754,3.711,"media/Naming/RechtsSchmiSchmu/Standbild1.png","media/Naming/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","right","left","complex labeling",1,1,1,1,"complex labeling_2021-05-25_18h24.30.776","adult"
"204",22,"male","2021-05-25_18h24.30.776",9.922,4.094,"media/Naming/LinksSchmiSchmu/Standbild1.png","media/Naming/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","left","right","complex labeling",2,1,1,1,"complex labeling_2021-05-25_18h24.30.776","adult"
"205",22,"male","2021-05-25_18h24.30.776",3.248,3.951,"media/Naming/RechtsSchmuSchmi/Standbild1.png","media/Naming/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","left","right","complex labeling",3,1,1,1,"complex labeling_2021-05-25_18h24.30.776","adult"
"206",22,"male","2021-05-25_18h24.30.776",5.1,4.477,"media/Naming/LinksSchmuSchmi/Standbild1.png","media/Naming/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","right","left","complex labeling",4,1,1,1,"complex labeling_2021-05-25_18h24.30.776","adult"
"207",22,"male","2021-05-25_18h24.30.776",3.511,6.746,"media/Naming/LinksSchmuSchmi/Standbild1.png","media/Naming/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","left","right","complex labeling",5,1,1,1,"complex labeling_2021-05-25_18h24.30.776","adult"
"2081",22,"male","2021-05-25_18h24.30.776",5.443,4.554,"media/Naming/RechtsSchmuSchmi/Standbild1.png","media/Naming/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","right","left","complex labeling",6,1,1,1,"complex labeling_2021-05-25_18h24.30.776","adult"
"2091",22,"male","2021-05-25_18h24.30.776",7.298,5.442,"media/Naming/RechtsSchmiSchmu/Standbild1.png","media/Naming/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","left","right","complex labeling",7,1,1,1,"complex labeling_2021-05-25_18h24.30.776","adult"
"2101",22,"male","2021-05-25_18h24.30.776",5.932,4.093,"media/Naming/LinksSchmiSchmu/Standbild1.png","media/Naming/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","right","left","complex labeling",8,1,1,1,"complex labeling_2021-05-25_18h24.30.776","adult"
"2131",25,"male","2022-04-28_14h15.04.259",9.238,8.788,"media/Naming/LinksSchmuSchmi/Standbild1.png","media/Naming/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","right","left","complex labeling",1,1,1,1,"complex labeling_2022-04-28_14h15.04.259","adult"
"2141",25,"male","2022-04-28_14h15.04.259",4.704,6.273,"media/Naming/LinksSchmiSchmu/Standbild1.png","media/Naming/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","right","left","complex labeling",2,1,1,1,"complex labeling_2022-04-28_14h15.04.259","adult"
"2151",25,"male","2022-04-28_14h15.04.259",3.626,3.517,"media/Naming/RechtsSchmiSchmu/Standbild1.png","media/Naming/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","right","left","complex labeling",3,1,1,1,"complex labeling_2022-04-28_14h15.04.259","adult"
"216",25,"male","2022-04-28_14h15.04.259",4.32,3.286,"media/Naming/RechtsSchmuSchmi/Standbild1.png","media/Naming/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","right","left","complex labeling",4,1,1,1,"complex labeling_2022-04-28_14h15.04.259","adult"
"217",25,"male","2022-04-28_14h15.04.259",3.805,4.304,"media/Naming/RechtsSchmuSchmi/Standbild1.png","media/Naming/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","left","right","complex labeling",5,1,1,1,"complex labeling_2022-04-28_14h15.04.259","adult"
"218",25,"male","2022-04-28_14h15.04.259",9.831,3.667,"media/Naming/RechtsSchmiSchmu/Standbild1.png","media/Naming/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","right","left","complex labeling",6,0,0,0,"complex labeling_2022-04-28_14h15.04.259","adult"
"219",25,"male","2022-04-28_14h15.04.259",4.119,3.655,"media/Naming/LinksSchmiSchmu/Standbild1.png","media/Naming/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","left","right","complex labeling",7,1,1,1,"complex labeling_2022-04-28_14h15.04.259","adult"
"2201",25,"male","2022-04-28_14h15.04.259",3.388,3.751,"media/Naming/LinksSchmuSchmi/Standbild1.png","media/Naming/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","left","right","complex labeling",8,1,1,1,"complex labeling_2022-04-28_14h15.04.259","adult"
"2231",23,"female","2022-07-11_12h32.31.339",7.608,6.726,"media/Naming/LinksSchmiSchmu/Standbild1.png","media/Naming/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","left","right","complex labeling",1,1,1,1,"complex labeling_2022-07-11_12h32.31.339","adult"
"2241",23,"female","2022-07-11_12h32.31.339",3.942,6.556,"media/Naming/RechtsSchmuSchmi/Standbild1.png","media/Naming/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","right","left","complex labeling",2,1,1,1,"complex labeling_2022-07-11_12h32.31.339","adult"
"2251",23,"female","2022-07-11_12h32.31.339",3.972,3.765,"media/Naming/RechtsSchmiSchmu/Standbild1.png","media/Naming/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","right","left","complex labeling",3,1,1,1,"complex labeling_2022-07-11_12h32.31.339","adult"
"2261",23,"female","2022-07-11_12h32.31.339",10.091,3.808,"media/Naming/LinksSchmuSchmi/Standbild1.png","media/Naming/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","left","right","complex labeling",4,1,1,1,"complex labeling_2022-07-11_12h32.31.339","adult"
"2271",23,"female","2022-07-11_12h32.31.339",11.294,4.824,"media/Naming/RechtsSchmiSchmu/Standbild1.png","media/Naming/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","left","right","complex labeling",5,1,1,1,"complex labeling_2022-07-11_12h32.31.339","adult"
"228",23,"female","2022-07-11_12h32.31.339",3.238,4.771,"media/Naming/RechtsSchmuSchmi/Standbild1.png","media/Naming/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","left","right","complex labeling",6,1,1,1,"complex labeling_2022-07-11_12h32.31.339","adult"
"229",23,"female","2022-07-11_12h32.31.339",4.328,4.255,"media/Naming/LinksSchmiSchmu/Standbild1.png","media/Naming/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","right","left","complex labeling",7,1,1,1,"complex labeling_2022-07-11_12h32.31.339","adult"
"230",23,"female","2022-07-11_12h32.31.339",5.143,4.154,"media/Naming/LinksSchmuSchmi/Standbild1.png","media/Naming/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","right","left","complex labeling",8,1,1,1,"complex labeling_2022-07-11_12h32.31.339","adult"
"2331",26,"female","2022-07-14_09h16.54.570",11.4302,6.2777,"media/Naming/LinksSchmuSchmi/Standbild1.png","media/Naming/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","left","right","complex labeling",1,0,0,0,"complex labeling_2022-07-14_09h16.54.570","adult"
"2341",26,"female","2022-07-14_09h16.54.570",3.6822,3.9638,"media/Naming/RechtsSchmuSchmi/Standbild1.png","media/Naming/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","right","left","complex labeling",2,1,1,1,"complex labeling_2022-07-14_09h16.54.570","adult"
"2351",26,"female","2022-07-14_09h16.54.570",4.149,3.612,"media/Naming/RechtsSchmiSchmu/Standbild1.png","media/Naming/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","right","left","complex labeling",3,1,1,1,"complex labeling_2022-07-14_09h16.54.570","adult"
"2361",26,"female","2022-07-14_09h16.54.570",6.3149,3.5801,"media/Naming/RechtsSchmiSchmu/Standbild1.png","media/Naming/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","left","right","complex labeling",4,1,1,1,"complex labeling_2022-07-14_09h16.54.570","adult"
"2371",26,"female","2022-07-14_09h16.54.570",13.4157,3.3321,"media/Naming/LinksSchmiSchmu/Standbild1.png","media/Naming/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","right","left","complex labeling",5,1,1,1,"complex labeling_2022-07-14_09h16.54.570","adult"
"2381",26,"female","2022-07-14_09h16.54.570",3.8974,8.3152,"media/Naming/LinksSchmiSchmu/Standbild1.png","media/Naming/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","left","right","complex labeling",6,1,1,1,"complex labeling_2022-07-14_09h16.54.570","adult"
"2391",26,"female","2022-07-14_09h16.54.570",3.1319,3.5815,"media/Naming/LinksSchmuSchmi/Standbild1.png","media/Naming/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","left","right","complex labeling",7,1,1,1,"complex labeling_2022-07-14_09h16.54.570","adult"
"240",26,"female","2022-07-14_09h16.54.570",3.2808,4.5145,"media/Naming/RechtsSchmuSchmi/Standbild1.png","media/Naming/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","left","right","complex labeling",8,1,1,1,"complex labeling_2022-07-14_09h16.54.570","adult"
"243",24,"male","2022-07-15_13h55.14.698",3.911,3.555,"media/Naming/LinksSchmiSchmu/Standbild1.png","media/Naming/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","right","left","complex labeling",1,1,1,1,"complex labeling_2022-07-15_13h55.14.698","adult"
"2441",24,"male","2022-07-15_13h55.14.698",3.811,3.344,"media/Naming/RechtsSchmuSchmi/Standbild1.png","media/Naming/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","right","left","complex labeling",2,1,1,1,"complex labeling_2022-07-15_13h55.14.698","adult"
"2451",24,"male","2022-07-15_13h55.14.698",4.176,4.059,"media/Naming/LinksSchmiSchmu/Standbild1.png","media/Naming/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","left","right","complex labeling",3,1,1,1,"complex labeling_2022-07-15_13h55.14.698","adult"
"2461",24,"male","2022-07-15_13h55.14.698",2.771,3.521,"media/Naming/RechtsSchmuSchmi/Standbild1.png","media/Naming/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","left","right","complex labeling",4,1,1,1,"complex labeling_2022-07-15_13h55.14.698","adult"
"2471",24,"male","2022-07-15_13h55.14.698",8.252,5.277,"media/Naming/LinksSchmuSchmi/Standbild1.png","media/Naming/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","right","left","complex labeling",5,0,0,0,"complex labeling_2022-07-15_13h55.14.698","adult"
"2481",24,"male","2022-07-15_13h55.14.698",3.643,4.056,"media/Naming/RechtsSchmiSchmu/Standbild1.png","media/Naming/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","right","left","complex labeling",6,1,1,1,"complex labeling_2022-07-15_13h55.14.698","adult"
"2491",24,"male","2022-07-15_13h55.14.698",4.588,3.533,"media/Naming/LinksSchmuSchmi/Standbild1.png","media/Naming/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","right","left","complex labeling",7,1,1,1,"complex labeling_2022-07-15_13h55.14.698","adult"
"2501",24,"male","2022-07-15_13h55.14.698",4.329,4.247,"media/Naming/RechtsSchmiSchmu/Standbild1.png","media/Naming/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","left","right","complex labeling",8,1,1,1,"complex labeling_2022-07-15_13h55.14.698","adult"
"253",23,"female","2021-02-23_18h34.59.170",6.22361,6.043625,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","left","right","pseudo-word demonstrative",1,0,1,0,"pseudo-word demonstrative_2021-02-23_18h34.59.170","adult"
"254",23,"female","2021-02-23_18h34.59.170",8.09514,4.345085,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","left","right","pseudo-word demonstrative",2,0,1,0,"pseudo-word demonstrative_2021-02-23_18h34.59.170","adult"
"255",23,"female","2021-02-23_18h34.59.170",8.30178,5.246945,"media/Indexical/RechtsSchmiSchmu/Standbild1.png","media/Indexical/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","right","left","pseudo-word demonstrative",3,0,1,0,"pseudo-word demonstrative_2021-02-23_18h34.59.170","adult"
"2561",23,"female","2021-02-23_18h34.59.170",3.9897,3.329315,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","right","left","pseudo-word demonstrative",4,0,1,0,"pseudo-word demonstrative_2021-02-23_18h34.59.170","adult"
"2571",23,"female","2021-02-23_18h34.59.170",4.010755,3.21289,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","right","left","pseudo-word demonstrative",5,0,1,0,"pseudo-word demonstrative_2021-02-23_18h34.59.170","adult"
"2581",23,"female","2021-02-23_18h34.59.170",4.563625,3.67682,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","left","right","pseudo-word demonstrative",6,0,1,0,"pseudo-word demonstrative_2021-02-23_18h34.59.170","adult"
"2591",23,"female","2021-02-23_18h34.59.170",4.3294,3.829235,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","right","left","pseudo-word demonstrative",7,0,1,0,"pseudo-word demonstrative_2021-02-23_18h34.59.170","adult"
"2601",23,"female","2021-02-23_18h34.59.170",4.020525,3.179855,"media/Indexical/RechtsSchmiSchmu/Standbild1.png","media/Indexical/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","left","right","pseudo-word demonstrative",8,0,1,0,"pseudo-word demonstrative_2021-02-23_18h34.59.170","adult"
"2631",24,"female","2021-02-24_09h02.07.120",8.17974,6.075045,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","right","right","pseudo-word demonstrative",1,1,1,1,"pseudo-word demonstrative_2021-02-24_09h02.07.120","adult"
"264",24,"female","2021-02-24_09h02.07.120",4.56485,3.672455,"media/Indexical/RechtsSchmiSchmu/Standbild1.png","media/Indexical/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","right","right","pseudo-word demonstrative",2,1,1,1,"pseudo-word demonstrative_2021-02-24_09h02.07.120","adult"
"265",24,"female","2021-02-24_09h02.07.120",4.67238,5.14316,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","right","right","pseudo-word demonstrative",3,1,1,1,"pseudo-word demonstrative_2021-02-24_09h02.07.120","adult"
"266",24,"female","2021-02-24_09h02.07.120",5.129405,4.71499,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","left","left","pseudo-word demonstrative",4,1,1,1,"pseudo-word demonstrative_2021-02-24_09h02.07.120","adult"
"267",24,"female","2021-02-24_09h02.07.120",4.912825,6.529485,"media/Indexical/RechtsSchmuSchmi/Standbild1.png","media/Indexical/RechtsSchmuSchmi/Standbild2.png","adultonline","right","left","right","right","pseudo-word demonstrative",5,1,1,1,"pseudo-word demonstrative_2021-02-24_09h02.07.120","adult"
"2681",24,"female","2021-02-24_09h02.07.120",4.4364,3.3504,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","left","left","pseudo-word demonstrative",6,1,1,1,"pseudo-word demonstrative_2021-02-24_09h02.07.120","adult"
"2691",24,"female","2021-02-24_09h02.07.120",4.02677,4.1231,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","left","left","pseudo-word demonstrative",7,1,1,1,"pseudo-word demonstrative_2021-02-24_09h02.07.120","adult"
"2701",24,"female","2021-02-24_09h02.07.120",3.58132,4.69275,"media/Indexical/RechtsSchmiSchmu/Standbild1.png","media/Indexical/RechtsSchmiSchmu/Standbild2.png","adultonline","right","left","left","left","pseudo-word demonstrative",8,1,1,1,"pseudo-word demonstrative_2021-02-24_09h02.07.120","adult"
"2731",36,"female","2021-02-24_09h16.31.165",8.717,4.051,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","left","left","pseudo-word demonstrative",1,1,1,1,"pseudo-word demonstrative_2021-02-24_09h16.31.165","adult"
"2741",36,"female","2021-02-24_09h16.31.165",4.568,4.333,"media/Indexical/LinksSchmiSchmu/Standbild1.png","media/Indexical/LinksSchmiSchmu/Standbild2.png","adultonline","left","right","right","right","pseudo-word demonstrative",2,1,1,1,"pseudo-word demonstrative_2021-02-24_09h16.31.165","adult"
"2751",36,"female","2021-02-24_09h16.31.165",6.584,3.647,"media/Indexical/LinksSchmuSchmi/Standbild1.png","media/Indexical/LinksSchmuSchmi/Standbild2.png","adultonline","left","right","right","right","pseudo-word demonstrative",3,1,1,1,"pseudo-word demonstrative_2021-02-24_09h16.31.165","adult"
